epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,3548.44,0.46404,0.40402,0.8633,0.8459,0.8,0.90089,0.57674,1.40005,0.83517,1.28035,0.0002081,0.0002081,0.0002081
183,3569.26,0.45611,0.44703,0.87662,0.84584,0.8,0.90562,0.56988,1.39199,0.81972,1.27033,0.0001982,0.0001982,0.0001982
184,3589.38,0.48493,0.51446,0.92178,0.84427,0.8,0.90455,0.57514,1.38439,0.79884,1.26127,0.0001883,0.0001883,0.0001883
185,3608.04,0.46932,0.41277,0.88367,0.84141,0.8,0.90358,0.5842,1.39584,0.78508,1.26413,0.0001784,0.0001784,0.0001784
186,3627.28,0.48445,0.42333,0.88361,0.86356,0.84491,0.9104,0.59561,1.41766,0.78015,1.27615,0.0001685,0.0001685,0.0001685
187,3646.6,0.49333,0.39989,0.89735,0.8536,0.86667,0.9092,0.59052,1.42372,0.77494,1.28165,0.0001586,0.0001586,0.0001586
188,3666.25,0.49869,0.54736,0.90357,0.83977,0.86667,0.90848,0.58245,1.43718,0.77267,1.2901,0.0001487,0.0001487,0.0001487
189,3685.24,0.46282,0.42706,0.88592,0.8497,0.86667,0.91489,0.58589,1.45226,0.76841,1.29966,0.0001388,0.0001388,0.0001388
190,3704.95,0.59721,0.45731,0.94478,0.8487,0.86667,0.90822,0.56971,1.45998,0.76784,1.30509,0.0001289,0.0001289,0.0001289
191,3727.18,0.4726,0.45142,0.8365,0.85917,0.81422,0.90529,0.56569,1.47305,0.77108,1.31082,0.000119,0.000119,0.000119
192,3763.23,0.4793,0.43415,0.84905,0.86621,0.86346,0.89975,0.5612,1.48426,0.77104,1.31946,0.0001091,0.0001091,0.0001091
193,3790.44,0.38024,0.33823,0.82197,0.86318,0.86667,0.89975,0.56329,1.48839,0.77204,1.32403,9.92e-05,9.92e-05,9.92e-05
194,3812.38,0.40864,0.33034,0.80644,0.85294,0.86667,0.89769,0.55828,1.49551,0.77317,1.33204,8.93e-05,8.93e-05,8.93e-05
195,3835.09,0.38453,0.35866,0.80713,0.86473,0.8531,0.89926,0.55866,1.51538,0.77178,1.34983,7.94e-05,7.94e-05,7.94e-05
196,3857.16,0.37389,0.34695,0.82632,0.90321,0.8,0.89442,0.5572,1.52054,0.77089,1.35289,6.95e-05,6.95e-05,6.95e-05
197,3878.68,0.37913,0.33743,0.84429,0.90597,0.8,0.89542,0.55862,1.52444,0.76646,1.35382,5.96e-05,5.96e-05,5.96e-05
198,3900.91,0.41493,0.35641,0.84083,0.90189,0.8,0.89304,0.54825,1.52722,0.76435,1.35333,4.97e-05,4.97e-05,4.97e-05
199,3922.37,0.38557,0.36486,0.82318,0.90296,0.8,0.89608,0.55078,1.52885,0.76279,1.35477,3.98e-05,3.98e-05,3.98e-05
200,3943.43,0.40723,0.36527,0.81905,0.90513,0.8,0.8939,0.55206,1.52712,0.76553,1.35172,2.99e-05,2.99e-05,2.99e-05
