epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
41,779.812,0.96816,1.24494,1.08307,0.81505,0.81818,0.88786,0.6335,0.99661,1.68609,1.10278,0.001208,0.001208,0.001208
42,798.698,0.95659,1.30606,1.13804,0.80334,0.81818,0.87681,0.6666,0.9486,1.67011,1.07606,0.0011882,0.0011882,0.0011882
43,817.469,0.96156,1.38608,1.11337,0.78789,0.88636,0.91762,0.73256,0.8303,1.58078,1.04508,0.0011684,0.0011684,0.0011684
44,836.597,1.01382,1.34817,1.08503,0.97039,0.74486,0.92237,0.73747,0.85159,1.54512,1.04402,0.0011486,0.0011486,0.0011486
45,855.221,1.00138,1.41507,1.06208,0.97039,0.74486,0.92237,0.73747,0.85159,1.54512,1.04402,0.0011288,0.0011288,0.0011288
46,873.878,0.98658,1.20656,1.1319,0.91349,0.88636,0.93457,0.75077,0.99182,1.68426,1.13175,0.001109,0.001109,0.001109
47,892.681,0.85945,1.29908,1.07044,0.93616,0.90909,0.95261,0.7587,0.96545,1.65542,1.12704,0.0010892,0.0010892,0.0010892
48,911.248,0.93969,1.35564,1.13992,1,0.88453,0.98116,0.76352,0.96871,1.54256,1.12849,0.0010694,0.0010694,0.0010694
49,929.908,0.9731,1.53296,1.11154,1,0.88453,0.98116,0.76352,0.96871,1.54256,1.12849,0.0010496,0.0010496,0.0010496
50,948.891,0.91171,1.20558,1.08321,0.9533,0.92801,0.97981,0.74304,0.93932,1.45598,1.1567,0.0010298,0.0010298,0.0010298
51,967.834,0.93926,1.10071,1.08385,1,0.90141,0.9813,0.76026,0.8956,1.56715,1.07731,0.00101,0.00101,0.00101
52,986.971,0.948,1.18047,1.05348,0.97706,0.96821,0.99055,0.76783,0.79713,1.41786,1.02083,0.0009902,0.0009902,0.0009902
53,1005.75,0.966,1.17571,1.0749,0.97706,0.96821,0.99055,0.76783,0.79713,1.41786,1.02083,0.0009704,0.0009704,0.0009704
54,1024.5,0.86066,1.29842,1.02578,0.9927,0.95455,0.98265,0.79148,0.80024,1.27372,1.0175,0.0009506,0.0009506,0.0009506
55,1043.94,1.02491,1.60429,1.18591,0.99784,0.97727,0.97909,0.78501,0.81969,1.21106,1.04867,0.0009308,0.0009308,0.0009308
56,1062.64,0.9983,1.17069,1.15338,0.99389,0.93182,0.97855,0.76743,0.82978,1.27482,1.05273,0.000911,0.000911,0.000911
57,1082.39,0.76064,0.96049,0.93847,0.99389,0.93182,0.97855,0.76743,0.82978,1.27482,1.05273,0.0008912,0.0008912,0.0008912
58,1101.71,0.93383,0.98371,1.08449,0.97213,0.90909,0.97814,0.74687,0.97058,1.21037,1.12733,0.0008714,0.0008714,0.0008714
59,1120.51,1.00983,1.13359,1.08033,0.94048,0.90909,0.97867,0.78395,0.87689,1.23478,1.03859,0.0008516,0.0008516,0.0008516
60,1139.55,0.8572,1.03714,1.09098,0.85672,0.9513,0.97533,0.77455,0.77526,1.38673,0.99439,0.0008318,0.0008318,0.0008318
61,1158.53,0.82752,0.99003,1.00415,0.85672,0.9513,0.97533,0.77455,0.77526,1.38673,0.99439,0.000812,0.000812,0.000812
62,1179.09,0.87526,1.10902,1.02717,0.91413,0.96789,0.97792,0.79506,0.72309,1.30081,0.97723,0.0007922,0.0007922,0.0007922
63,1199.37,0.76939,0.97566,1.00331,0.93442,0.9716,0.97804,0.81379,0.64468,1.22718,0.95669,0.0007724,0.0007724,0.0007724
64,1218.05,0.84616,1.08976,1.05614,0.93493,1,0.96754,0.8374,0.60406,1.21306,0.93114,0.0007526,0.0007526,0.0007526
65,1236.77,0.87957,0.94866,1.07333,0.93493,1,0.96754,0.8374,0.60406,1.21306,0.93114,0.0007328,0.0007328,0.0007328
66,1255.57,0.92014,1.06736,1.08004,0.95643,0.9979,0.96962,0.84162,0.57947,1.11188,0.92718,0.000713,0.000713,0.000713
67,1274.17,0.8479,1.18359,1.02901,0.95583,1,0.97436,0.83352,0.64544,1.05776,0.94741,0.0006932,0.0006932,0.0006932
68,1293,0.76065,0.92069,0.95411,0.95442,1,0.97986,0.82854,0.71501,1.01636,0.96503,0.0006734,0.0006734,0.0006734
69,1312.09,0.86999,1.09216,1.08948,0.95442,1,0.97986,0.82854,0.71501,1.01636,0.96503,0.0006536,0.0006536,0.0006536
70,1331.24,0.84026,1.01823,1.04983,0.95057,1,0.9864,0.83303,0.67027,0.97902,0.95322,0.0006338,0.0006338,0.0006338
71,1349.85,0.81397,1.01139,1.04773,0.99565,1,0.995,0.86434,0.58302,0.91023,0.92542,0.000614,0.000614,0.000614
72,1368.67,0.75677,0.9608,0.98221,1,0.99727,0.995,0.87141,0.56722,0.90695,0.92023,0.0005942,0.0005942,0.0005942
73,1387.36,0.81659,0.9198,1.02904,1,0.99727,0.995,0.87141,0.56722,0.90695,0.92023,0.0005744,0.0005744,0.0005744
74,1406.49,0.77614,0.89757,1.00405,1,0.99927,0.995,0.89155,0.55702,0.84317,0.91821,0.0005546,0.0005546,0.0005546
75,1425.17,0.83016,1.09695,1.097,0.99786,1,0.995,0.89117,0.5736,0.87362,0.93168,0.0005348,0.0005348,0.0005348
76,1443.71,0.70436,0.9219,0.9777,0.99579,1,0.995,0.88507,0.61284,0.88897,0.94288,0.000515,0.000515,0.000515
77,1462.9,0.87401,1.02259,1.10787,0.99579,1,0.995,0.88507,0.61284,0.88897,0.94288,0.0004952,0.0004952,0.0004952
78,1481.71,0.75206,0.8697,0.99935,0.99728,1,0.995,0.87327,0.58929,0.84929,0.93463,0.0004754,0.0004754,0.0004754
79,1500.48,0.71789,0.84551,0.97944,0.99808,1,0.995,0.87644,0.58594,0.79296,0.92142,0.0004556,0.0004556,0.0004556
80,1520.05,0.82017,0.84948,0.99411,0.99762,1,0.995,0.87422,0.60369,0.74762,0.91694,0.0004358,0.0004358,0.0004358
81,1539.1,0.67137,0.84296,0.91478,0.99762,1,0.995,0.87422,0.60369,0.74762,0.91694,0.000416,0.000416,0.000416
82,1557.84,0.68519,0.79558,0.96993,0.99803,1,0.995,0.87799,0.57623,0.74,0.90899,0.0003962,0.0003962,0.0003962
83,1577.53,0.85563,0.91139,1.06908,0.99853,1,0.995,0.88779,0.52367,0.73972,0.89939,0.0003764,0.0003764,0.0003764
84,1597.09,0.68975,0.80612,0.97778,0.99866,1,0.995,0.88713,0.51313,0.75769,0.89664,0.0003566,0.0003566,0.0003566
85,1617.05,0.67249,0.80198,0.94202,0.99866,1,0.995,0.88713,0.51313,0.75769,0.89664,0.0003368,0.0003368,0.0003368
86,1635.54,0.81439,0.95629,1.03845,0.99859,1,0.995,0.89085,0.52692,0.77878,0.90087,0.000317,0.000317,0.000317
87,1653.66,0.82713,1.10266,1.08599,0.9986,1,0.995,0.90774,0.52484,0.76956,0.89813,0.0002972,0.0002972,0.0002972
88,1671.76,0.73608,0.84684,0.98926,0.9986,1,0.995,0.90689,0.51363,0.75468,0.89446,0.0002774,0.0002774,0.0002774
89,1689.78,0.80562,1.09722,1.08127,0.9986,1,0.995,0.90689,0.51363,0.75468,0.89446,0.0002576,0.0002576,0.0002576
90,1708.12,0.61355,0.81203,0.92414,0.99855,1,0.995,0.91904,0.50199,0.73414,0.89205,0.0002378,0.0002378,0.0002378
91,1727.01,0.5825,1.03196,0.94308,0.99857,1,0.995,0.92299,0.49381,0.72659,0.89028,0.000218,0.000218,0.000218
92,1745.42,0.51442,1.01632,0.8825,0.99849,1,0.995,0.91985,0.4931,0.73157,0.88982,0.0001982,0.0001982,0.0001982
93,1763.55,0.54886,0.98661,0.89625,0.99849,1,0.995,0.91985,0.4931,0.73157,0.88982,0.0001784,0.0001784,0.0001784
94,1781.81,0.56742,0.87317,0.87821,0.99851,1,0.995,0.92246,0.48874,0.73732,0.88926,0.0001586,0.0001586,0.0001586
95,1801.83,0.54766,0.7981,0.82592,0.99849,1,0.995,0.92032,0.48898,0.7478,0.88977,0.0001388,0.0001388,0.0001388
96,1820.49,0.48419,0.83837,0.89239,0.99857,1,0.995,0.91687,0.49008,0.75433,0.891,0.000119,0.000119,0.000119
97,1840.52,0.4897,0.80212,0.82668,0.99857,1,0.995,0.91687,0.49008,0.75433,0.891,9.92e-05,9.92e-05,9.92e-05
98,1859.26,0.58128,0.85677,0.83894,0.99859,1,0.995,0.9162,0.48785,0.75349,0.89143,7.94e-05,7.94e-05,7.94e-05
99,1878.65,0.51622,0.78607,0.88376,0.99858,1,0.995,0.91276,0.48739,0.75037,0.89102,5.96e-05,5.96e-05,5.96e-05
100,1897.92,0.58746,0.95901,0.90881,0.99862,1,0.995,0.91447,0.48583,0.75147,0.89031,3.98e-05,3.98e-05,3.98e-05
